vesslterms,feature_type,chart,latdec,longdec,depth,histroy,quasou,watlev,coordinates
,"Wrecks - Submerged, dangerous","US,US,graph,H-12620",33.7142438,,7.6,,least depth known,always under water/submerged,"[-118.0839859,33.7142438]"
,Wrecks - Visible,"US,US,graph,Chart 18666",38.076696,,,,,always dry,"[-121.954441,38.076696]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-24912",40.9487028,,10.3,,,always under water/submerged,"[-73.2021778,40.9487028]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12368",41.0073449,,13.4,,least depth known,always under water/submerged,"[-73.4825629,41.0073449]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12368",40.9972427,,28.9,,least depth known,always under water/submerged,"[-73.4282025,40.9972427]"
,,"US,US,graph,HS-11399 (NWID: 18093)",40.5312222,,7.3,,,always under water/submerged,"[-74.2510447,40.5312222]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.25104,,,,,always under water/submerged,"[-75.958874,36.25104]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12333",40.6378639,,,,depth unknown,covers and uncovers,"[-74.1537666,40.6378639]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6387389,,,,depth unknown,always under water/submerged,"[-74.1551871,40.6387389]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6381466,,,,depth unknown,always under water/submerged,"[-74.1551782,40.6381466]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.5168145,,,,depth unknown,always under water/submerged,"[-74.2662813,39.5168145]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",38.9782829,,,,depth unknown,always under water/submerged,"[-74.8501804,38.9782829]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",40.203597,,14.6,,least depth known,always under water/submerged,"[-73.987531,40.203597]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12339",40.8012693,,20.7,,least depth known,always under water/submerged,"[-73.8493357,40.8012693]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-7266",40.7829301,,16.7,,least depth known,always under water/submerged,"[-73.9421327,40.7829301]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.7961232,,,,depth unknown,always under water/submerged,"[-73.8459475,40.7961232]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.9148566,,7,,least depth known,always under water/submerged,"[-73.3996226,40.9148566]"
,Wrecks - Visible,"US,US,graph,Chart 17324",57.2282206,,,,,always dry,"[-135.5141575,57.2282206]"
,Wrecks - Visible,"US,US,graph,Chart 16529",53.9261157,,,,,always dry,"[-166.5119591,53.9261157]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 16442",51.9635007,,23.7,,least depth known,always under water/submerged,"[177.5506538,51.9635007]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 11377",30.3869395,,,,depth unknown,always under water/submerged,"[-87.8852351,30.3869395]"
,distributed remains of wreck,"US,US,graph,Chart 18651",37.599117,,,,depth unknown,covers and uncovers,"[-122.149232,37.599117]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18654",38.0084915,,,,depth unknown,always under water/submerged,"[-122.469843,38.0084915]"
,Wrecks - Visible,"US,US,graph,Chart 18654",38.1157416,,,,,always dry,"[-122.4616439,38.1157416]"
,Wrecks - Visible,"US,US,graph,chart 18656",38.1599893,,,,,always dry,"[-121.9276467,38.1599893]"
,Wrecks - Visible,"US,US,graph,Chart 18658",38.0784231,,,,,always dry,"[-122.0228134,38.0784231]"
,Wrecks - Visible,"US,US,graph,Chart 18658",38.095138,,,,,always dry,"[-122.0167917,38.095138]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.73769,,8.1,,least depth known,always under water/submerged,"[-118.278195,33.73769]"
,"Wrecks - Submerged, nondangerous","US,U1,reprt,NIMA,NW 20/07",32.8016667,,,,depth unknown,always under water/submerged,"[-118.375,32.8016667]"
,"Wrecks - Submerged, dangerous","US,US,graph,H12340",38.0468425,,16.8,,least depth known,always under water/submerged,"[-121.9340036,38.0468425]"
,"Wrecks - Submerged, dangerous","US,US,graph,H12340",38.0514724,,2.9,,least depth known,always under water/submerged,"[-121.9289706,38.0514724]"
,Wrecks - Visible,"US,US,graph,Chart 12206",36.639322,,,,,always dry,"[-76.057309,36.639322]"
,"Wrecks - Submerged, dangerous","US,US,graph,FE-00553",43.12125,,7.9,,least depth known,always under water/submerged,"[-70.823722,43.12125]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.464329,,,,depth unknown,always under water/submerged,"[-74.2529599,40.464329]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.4989766,,,,depth unknown,always under water/submerged,"[-74.2717234,40.4989766]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,L-1659/02",40.5413904,,,,depth unknown,covers and uncovers,"[-74.2465283,40.5413904]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6483266,,,,depth unknown,always under water/submerged,"[-74.1668927,40.6483266]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.3648468,,,,depth unknown,always under water/submerged,"[-74.4449685,39.3648468]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.320033,,7.9,,least depth known,always under water/submerged,"[-74.4520358,39.320033]"
,Wrecks - Visible,"US,US,graph,Chart 12317",38.952098,,,,,always dry,"[-74.91285,38.952098]"
,Wrecks - Visible,"US,US,graph,Chart 12324",39.874468,,,,,always dry,"[-74.134867,39.874468]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11536",40.1159569,,13.7,,least depth known,always under water/submerged,"[-73.9593136,40.1159569]"
,Wrecks - Visible,"US,US,graph,Chart 12324",40.1819216,,,,,always dry,"[-74.0351511,40.1819216]"
,"Wrecks - Submerged, nondangerous","US,US,graph,chart 12339",40.8059391,,,,depth unknown,always under water/submerged,"[-73.8913959,40.8059391]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.960584,,19.5,,least depth known,always under water/submerged,"[-73.530461,40.960584]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.946095,,14.6,,least depth known,always under water/submerged,"[-73.539318,40.946095]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.9189493,,6.7,,least depth known,always under water/submerged,"[-73.3946972,40.9189493]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-191413",40.8355467,,19.5,,least depth known,always under water/submerged,"[-73.7784057,40.8355467]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-9058",40.8097222,,8.8,,least depth known,always under water/submerged,"[-73.8123361,40.8097222]"
,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7945111,,3.6,,least depth known,always under water/submerged,"[-122.2798291,37.7945111]"
,Wrecks - Visible,"US,US,graph,Chart 18662",38.4711051,,,,,always dry,"[-121.5066273,38.4711051]"
,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 13/05",35.1675,,,,depth unknown,always under water/submerged,"[-120.7502778,35.1675]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.642413,,,,,always under water/submerged,"[-76.059182,36.642413]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.622577,,,,,always under water/submerged,"[-76.056182,36.622577]"
,Wrecks - Visible,"US,US,graph,Chart 12206",36.668406,,,,,always dry,"[-76.065466,36.668406]"
,Wrecks - Visible,"US,US,graph,Chart 12333",40.6881836,,,,,always dry,"[-74.1138953,40.6881836]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12325",40.401234,,,,depth unknown,always under water/submerged,"[-73.980415,40.401234]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",38.8452446,,5.7,,least depth known,always under water/submerged,"[-74.9006361,38.8452446]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",39.924508,,,,depth unknown,always under water/submerged,"[-74.08984,39.924508]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",39.986284,,,,depth unknown,always under water/submerged,"[-74.113922,39.986284]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.948155,,5.4,,least depth known,always under water/submerged,"[-73.465329,40.948155]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12366",40.8948194,,11.8,,least depth known,always under water/submerged,"[-73.7221742,40.8948194]"
,Wrecks - Visible,"US,U1,graph,DNC H1409860",9.3390503,,,,,always dry,"[-79.9137115,9.3390503]"
,Wrecks - Visible,"US,US,graph,Chart 17331",56.254019,,,,,always dry,"[-134.649606,56.254019]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 17315",58.3462529,,,,depth unknown,covers and uncovers,"[-134.5245585,58.3462529]"
,Wrecks - Visible,"US,US,graph,Chart 17430",55.4061732,,,,,always dry,"[-131.7198177,55.4061732]"
,"Wrecks - Submerged, dangerous","US,US,graph,DD-22693",37.7747333,,5.7,,least depth known,always under water/submerged,"[-122.2408917,37.7747333]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 18656",38.164275,,,,depth unknown,always under water/submerged,"[-122.0440047,38.164275]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0727492,,,,,always dry,"[-121.83395,38.0727492]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0264375,,,,,always dry,"[-121.8208696,38.0264375]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0760221,,,,,always dry,"[-121.9093293,38.0760221]"
,Wrecks - Visible,"US,US,graph,Chart 18661",38.1669326,,,,,always dry,"[-121.670758,38.1669326]"
,"Wrecks - Submerged, dangerous","US,US,graph,DD-12386",38.1631755,,,,depth unknown,always under water/submerged,"[-121.6112966,38.1631755]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.76351,,3.9,,least depth known,always under water/submerged,"[-118.257215,33.76351]"
,Wrecks - Visible,"US,US,graph,Chart 18703",35.328567,,,,,always dry,"[-120.845208,35.328567]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18643",38.150255,,,,depth unknown,always under water/submerged,"[-122.889317,38.150255]"
,Wrecks - Visible,"US,US,graph,Chart 18666",38.081432,,,,,always dry,"[-121.929502,38.081432]"
,Wrecks - Visible,"US,US,graph,Chart 12206",36.635077,,,,,always dry,"[-76.059145,36.635077]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.4892608,,,,depth unknown,always under water/submerged,"[-74.1390664,40.4892608]"
,Wrecks - Visible,"US,US,graph,chart 12331",40.5643273,,,,,always dry,"[-74.215611,40.5643273]"
,distributed remains of wreck,"US,US,graph,chart 12331",40.5724045,,,,depth unknown,always under water/submerged,"[-74.2122763,40.5724045]"
,"Wrecks - Submerged, dangerous","US,US,reprt,1stCGD,LNM 50/12",40.468175,,,,,always under water/submerged,"[-74.2547,40.468175]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12337",40.7987552,,,,depth unknown,always under water/submerged,"[-74.1376337,40.7987552]"
,Wrecks - Visible,"US,US,graph,Chart 12316",38.9803192,,,,,always dry,"[-74.8369114,38.9803192]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11456",39.625225,,8.5,,least depth known,always under water/submerged,"[-74.1853917,39.625225]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.815304,,,,depth unknown,covers and uncovers,"[-73.8426677,40.815304]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.7768918,,,,depth unknown,always under water/submerged,"[-73.8596615,40.7768918]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.7991977,,8.8,,least depth known,always under water/submerged,"[-73.8709457,40.7991977]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.947769,,4.2,,least depth known,always under water/submerged,"[-73.466404,40.947769]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.912263,,9.1,,least depth known,always under water/submerged,"[-73.3916276,40.912263]"
,Wrecks - Visible,"US,US,graph,Chart 12366",40.8354023,,,,,always dry,"[-73.7011518,40.8354023]"
,Wrecks - Visible,"US,US,reprt,L-1453/14",18.5644321,,,,,always dry,"[-72.3526001,18.5644321]"
,Wrecks - Visible,"US,US,graph,Chart 17327",57.0113958,,,,,always dry,"[-135.2897705,57.0113958]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 17338",57.4982531,,,,depth unknown,always under water/submerged,"[-134.8338399,57.4982531]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-1705/14",30.2188056,,9.1,,depth known,always under water/submerged,"[-88.0416389,30.2188056]"
,Wrecks - Visible,"US,US,graph,Chart 11380",30.5304036,,,,,always dry,"[-88.1049862,30.5304036]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-2239/12",37.7831944,,2.4,,least depth known,always under water/submerged,"[-122.2542222,37.7831944]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0819347,,,,,always dry,"[-121.9221909,38.0819347]"
,Wrecks - Visible,"US,US,graph,DD-12386",38.1598214,,,,,always dry,"[-121.67489,38.1598214]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18704",35.168852,,,,depth unknown,always under water/submerged,"[-120.7460654,35.168852]"
,"Wrecks - Submerged, dangerous","US,US,reprt,11thCGD,LNM 08/04",41.7393056,,,,depth unknown,always under water/submerged,"[-124.1934722,41.7393056]"
,Wrecks - Visible,"US,US,graph,Chart 18643",38.33433,,,,,always dry,"[-123.053241,38.33433]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12364",41.0116701,,36.5,,least depth known,always under water/submerged,"[-73.1014585,41.0116701]"
,Wrecks - Visible,"US,US,graph,chart 12331",40.4912515,,,,,always dry,"[-74.1979271,40.4912515]"
,Wrecks - Visible,"US,US,graph,Chart 12317",38.953206,,,,,always dry,"[-74.889197,38.953206]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",39.695212,,10,,least depth known,always under water/submerged,"[-74.094483,39.695212]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12324",40.17165,,,,depth unknown,always under water/submerged,"[-73.974823,40.17165]"
,Wrecks - Visible,"US,US,graph,Chart 12324",39.976147,,,,,always dry,"[-74.110699,39.976147]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12339",40.7949204,,,,depth unknown,always under water/submerged,"[-73.8439075,40.7949204]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.9151975,,3.6,,least depth known,always under water/submerged,"[-73.3713279,40.9151975]"
,Wrecks - Visible,"US,US,graph,Chart 11377",30.282839,,,,,always dry,"[-88.1387119,30.282839]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-222/00",38.0449167,,,,depth unknown,always under water/submerged,"[-122.2760833,38.0449167]"
,Wrecks - Visible,"US,US,graph,Chart 18660",38.0136401,,,,,always dry,"[-121.7246409,38.0136401]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0767065,,,,,always dry,"[-121.9094119,38.0767065]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12618",33.7588026,,6.4,,least depth known,always under water/submerged,"[-118.1701195,33.7588026]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18773",32.7082104,,,,depth unknown,always under water/submerged,"[-117.2314293,32.7082104]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12364",41.0255925,,36.8,,least depth known,always under water/submerged,"[-73.1180949,41.0255925]"
,"Wrecks - Submerged, nondangerous","US,US,graph,BP-191412, 15, DD-9613-4",41.0085808,,27.4,,least depth known,always under water/submerged,"[-73.3952933,41.0085808]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12206",36.429144,,,,,always under water/submerged,"[-75.997216,36.429144]"
,Wrecks - Visible,"US,US,graph,Chart 13285",43.156574,,,,,always dry,"[-70.828992,43.156574]"
,"Wrecks - Submerged, dangerous","US,US,reprt,1stCGD,LNM 50/12",40.47644,,,,,always under water/submerged,"[-74.24333,40.47644]"
,Wrecks - Visible,"US,US,graph,Chart 12333",40.6433561,,,,,always dry,"[-74.1569437,40.6433561]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12333",40.6448702,,,,depth unknown,always under water/submerged,"[-74.128881,40.6448702]"
,Wrecks - Visible,"US,US,graph,Chart 12337",40.7723683,,,,,always dry,"[-74.1536904,40.7723683]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12325",40.355492,,,,depth unknown,always under water/submerged,"[-73.978733,40.355492]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12316",39.1151526,,3,,least depth known,always under water/submerged,"[-74.6945034,39.1151526]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11495",39.9644444,,19.8,,least depth known,always under water/submerged,"[-74.0222222,39.9644444]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12596",39.7737194,,4.2,,least depth known,always under water/submerged,"[-74.0903167,39.7737194]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,DD-7266",40.7764863,,24.9,,least depth known,always under water/submerged,"[-73.9389614,40.7764863]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12365",40.97609,,18.5,,least depth known,always under water/submerged,"[-73.572668,40.97609]"
,Wrecks - Visible,"US,US,graph,Chart 17312",58.118588,,,,,always dry,"[-134.754662,58.118588]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 16442",51.9738534,,16.4,,least depth known,always under water/submerged,"[177.5583778,51.9738534]"
,"Wrecks - Submerged, dangerous","US,US,reprt,8thCGD,LNM 39/07",30.2816667,,,,depth unknown,always under water/submerged,"[-88.1,30.2816667]"
,Wrecks - Visible,"US,US,graph,Chart 18659",38.0723903,,,,,always dry,"[-121.9105671,38.0723903]"
,"Wrecks - Submerged, dangerous","US,US,graph,H12340",38.050048,,1.6,,least depth known,always under water/submerged,"[-121.9157987,38.050048]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12617",33.771715,,7.4,,least depth known,always under water/submerged,"[-118.212085,33.771715]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18643",38.266677,,,,depth unknown,always under water/submerged,"[-123.016555,38.266677]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 18647",38.0134246,,16.4,,least depth known,always under water/submerged,"[-122.8726533,38.0134246]"
,Wrecks - Visible,"US,US,graph,Chart 12206",36.717791,,,,,always dry,"[-76.100004,36.717791]"
,"Wrecks - Submerged, dangerous","US,US,graph,chart 12331",40.5319759,,,,depth unknown,covers and uncovers,"[-74.2426837,40.5319759]"
